,Title,Developer,Publisher,First released,JP,EU/PAL,NA
1324,Gokujou Seitokai,Konami,Konami,2005-09-15JP,Released,Unreleased,Unreleased
1325,Gokuraku Jan Premium,Enterbrain,DigiCube,2003-07-31JP,Released,Unreleased,Unreleased
1326,Gold X,Aruze,Nippon Amuse,2003-11-27JP,Released,Unreleased,Unreleased
1327,Golden Age of Racing,Brain in a Jar,Midas Interactive Entertainment,2005-09-02EU,Unreleased,Released,Unreleased
1328,The Golden Compass,Shiny Entertainment,Sega,2007-11-30NA,Unreleased,Released,Released
1329,GoldenEye: Rogue Agent,Electronic Arts,Electronic Arts,2004-11-22NA,Released,Released,Released
1330,Golf Navigator Vol. 1,Dual,Spike,2001-06-28JP,Released,Unreleased,Unreleased
1331,Golf Navigator Vol. 2,Dual,Spike,2001-06-28JP,Released,Unreleased,Unreleased
1332,Golf Navigator Vol. 3,Dual,Spike,2001-09-06JP,Released,Unreleased,Unreleased
1333,Golf Navigator Vol. 4,Dual,Spike,2001-09-20JP,Released,Unreleased,Unreleased
1334,Golf Paradise DX,T&E Soft,T&E Soft,2000-12-14JP,Released,Unreleased,Unreleased
1335,Goosebumps HorrorLand,Gusto Games,"Scholastic, Inc.",2008-10-30NA,Unreleased,Unreleased,Released
1336,Gradius III and IV,Konami,Konami,2000-04-13JP,Released,Released,Released
1337,Gradius V,Konami,Konami,2004-07-22JP,Released,Released,Released
1338,Graffiti Kingdom,Taito,"TaitoJP, 505 Game StreetEU, Hot-BNA",2004-09-22NA,Released,Released,Released
1339,Gran Turismo 3 A-Spec,Polyphony Digital,Sony Computer Entertainment,2001-04-28JP,Released,Released,Released
1340,Gran Turismo 4,Polyphony Digital,Sony Computer Entertainment,"2004-12-28AS,JP",Released,Released,Released
1341,Gran Turismo 4 / Jak and Daxter: The Precursor Legacy / Tourist Trophy / Ratchet & Clank 3,"Polyphony Digital, Naughty Dog, Insomniac Games",Sony Computer Entertainment,2009-05-29EU,Unreleased,Released,Unreleased
1342,Gran Turismo 4 Prologue,Polyphony Digital,Sony Computer Entertainment,2003-12-04JP,Released,Released,Unreleased
1343,Gran Turismo Concept: 2001 Tokyo,Polyphony Digital,Sony Computer Entertainment,2002-01-01JP,Released,Unreleased,Unreleased
1344,Gran Turismo Concept 2002 Tokyo-Geneva,Polyphony Digital,Sony Computer Entertainment,2002-07-19EU,Unreleased,Released,Unreleased
1345,Gran Turismo Concept 2002 Tokyo-Seoul,Polyphony Digital,Sony Computer Entertainment,2002-05-16KO,Released,Unreleased,Unreleased
1346,Grand Prix Challenge,Infogrames Melbourne House,Infogrames,2002-11-22EU,Released,Released,Released
1347,Grand Theft Auto III,DMA Design,"Rockstar GamesNA, Take-Two InteractivePAL, Cap...",2001-10-22NA,Released,Released,Released
1348,Grand Theft Auto: Double Pack,Rockstar North,"Rockstar GamesEU,NA, CapcomJP",2003-10-21NA,Released,Released,Released
1349,Grand Theft Auto: Liberty City Stories,Rockstar Leeds,"Rockstar GamesNA,PAL, CapcomJP",2006-06-06NA,Released,Released,Released
1350,Grand Theft Auto: Liberty City Stories / Vice City Stories,Rockstar Leeds,Take-Two Interactive,2009-06-23NA,Unreleased,Unreleased,Released
1351,Grand Theft Auto: San Andreas,Rockstar North,"Rockstar GamesNA,PAL, CapcomJP",2004-10-26NA,Released,Released,Released
1352,Grand Theft Auto: The Trilogy,Rockstar North,"Rockstar GamesEU,NA",2006-12-05NA,Unreleased,Released,Released
1353,Grand Theft Auto: Vice City,Rockstar North,"Rockstar GamesNA,PAL, CapcomJP",2002-10-29NA,Released,Released,Released
1354,Grand Theft Auto: Vice City Stories,Rockstar Leeds,"Rockstar GamesNA,PAL, CapcomJP",2007-03-05NA,Released,Released,Released
1355,Grandia II,Game Arts,"UbisoftEU,NA, EnixJP",2002-01-28NA,Released,Released,Released
1356,Grandia III,Game Arts,Square Enix,2005-08-04JP,Released,Unreleased,Released
1357,Grandia Xtreme,Game Arts,Enix,2002-01-31JP,Released,Unreleased,Released
1358,Gravity Games Bike: Street. Vert. Dirt.,Midway Games,Midway Games],2002-06-27NA,Unreleased,Released,Released
1359,The Great British Football Quiz,Liquid Games,Oxygen Games,2005-10-07EU,Unreleased,Released,Unreleased
1360,The Great Escape,Pivotal Games,"SCiEU, Gotham GamesNA, Marvelous EntertainmentJP",2003-08-29EU,Released,Released,Released
1361,Green Green: Kane no Oto Dynamic,Success,Success,2003-04-24JP,Released,Unreleased,Unreleased
1362,Green Green: Kane no Oto Romantic,Success,Success,2003-04-24JP,Released,Unreleased,Unreleased
1363,Greg Hastings Tournament Paintball MAX'D,The Whole Experience,Activision,2006-09-26NA,Unreleased,Unreleased,Released
1364,Gregory Horror Show,Capcom,Capcom,2003-08-07JP,Released,Released,Unreleased
1365,Gretzky NHL 06,Page 44 Studios,Sony Computer Entertainment,2005-09-20NA,Unreleased,Unreleased,Released
1366,Gretzky NHL 2005,Page 44 Studios,Sony Computer Entertainment,2004-11-09NA,Unreleased,Unreleased,Released
1367,The Grim Adventures of Billy & Mandy,High Voltage Software,Midway Games,2006-09-25NA,Unreleased,Unreleased,Released
1368,GrimGrimoire,Vanillaware,"Nippon Ichi SoftwareJP,KO, NIS AmericaNA, KoeiPAL",2007-04-12JP,Released,Released,Released
1369,Grooverider: Slot Car Racing,King of the Jungle,Play It!,2005-01-28EU,Unreleased,Released,Unreleased
1370,Growlanser II: The Sense of Justice,Career Soft,Atlus,2001-07-26JP,Released,Unreleased,Unreleased
1371,Growlanser III: The Dual Darkness,Career Soft,Atlus,2001-12-06JP,Released,Unreleased,Unreleased
1372,Growlanser IV: Wayfarer of the Time,Career Soft,Atlus,2003-12-18JP,Released,Unreleased,Unreleased
1373,Growlanser VI: Precarious World,Career Soft,Atlus,2007-06-21JP,Released,Unreleased,Unreleased
1374,Growlanser Generations,Career Soft,"AtlusJP, Working DesignsNA",2003-12-18JP,Released,Unreleased,Released
1375,Growlanser: Heritage of War,Career Soft,"AtlusJP,NA, Rising Star GamesEU",2006-08-03JP,Released,Released,Released
1376,GT Racers,Aqua Pacific,Oxygen Games,2004-11-05EU,Unreleased,Released,Unreleased
1377,GT-R 400,Kuju Entertainment,Midas Interactive Entertainment,2004-06-25EU,Unreleased,Released,Unreleased
1378,GT-R Touring,Kuju Entertainment,Midas Interactive Entertainment,2006-10-11EU,Unreleased,Released,Unreleased
1379,Guardian Angel,Vridge,Datam Polystar,2003-02-27JP,Released,Unreleased,Unreleased
1380,Guerrilla Strike,Phoenix Games,Phoenix Games,2006EU,Unreleased,Released,Unreleased
1381,Guilty Gear Isuka,Arc System Works,"Sammy StudiosJP,NA, 505 Game StreetEU",2004-07-29JP,Released,Released,Released
1382,Guilty Gear X,Arc System Works,"Sammy StudiosJP,NA, Virgin InteractiveEU",2001-09-30NA,Released,Released,Released
1383,Guilty Gear X2,Arc System Works,Sammy Studios,2002-12-12JP,Released,Released,Released
1384,Guilty Gear X2 #Reload,Arc System Works,"Sammy StudiosJP,KO, Zoo Digital PublishingEU",2003-07-31JP,Released,Released,Unreleased
1385,Guilty Gear XX: Accent Core,Arc System Works,"Arc System WorksNA, Aksys GamesNA",2007-05-31JP,Released,Unreleased,Released
1386,Guilty Gear XX: Accent Core Plus,Arc System Works,"Arc System WorksJP, Aksys GamesNA, PQubeEU",2008-03-27JP,Released,Released,Released
1387,Guilty Gear XX: Slash,Arc System Works,Sega,2006-04-13JP,Released,Unreleased,Unreleased
1388,Guisard Revolution: Bokura wa Omoi o Mi ni Matou,KID,KID,2005-03-03JP,Released,Unreleased,Unreleased
1389,GuitarFreaks 3rd Mix & DrumMania 2nd Mix,Konami,Konami,2000-12-07JP,Released,Unreleased,Unreleased
1390,GuitarFreaks & DrumMania: Masterpiece Gold,Konami,Konami,2007-03-08JP,Released,Unreleased,Unreleased
1391,GuitarFreaks & DrumMania: Masterpiece Silver,Konami,Konami,2006-08-31JP,Released,Unreleased,Unreleased
1392,GuitarFreaks V & DrumMania V,Konami,Konami,2006-03-16JP,Released,Unreleased,Unreleased
1393,GuitarFreaks V2 & DrumMania V2,Konami,Konami,2006-11-22JP,Released,Unreleased,Unreleased
1394,GuitarFreaks V3 & DrumMania V3,Konami,Konami,2007-10-04JP,Released,Unreleased,Unreleased
1395,Guitar Hero,Harmonix,RedOctane,2005-11-07NA,Unreleased,Released,Released
1396,Guitar Hero & Guitar Hero II Dual Pack,Harmonix,Activision,2007-10-31NA,Unreleased,Unreleased,Released
1397,Guitar Hero II,Harmonix,"RedOctaneEU,NA, ActivisionAU",2006-11-07NA,Unreleased,Released,Released
1398,Guitar Hero III: Legends of Rock,Neversoft,"RedOctaneNA, ActivisionJP,PAL",2007-10-28NA,Released,Released,Released
1399,Guitar Hero 5,Budcat Creations,Activision,2009-09-01NA,Unreleased,Released,Released
1400,Guitar Hero: Aerosmith,Budcat Creations,Activision,2008-06-27EU,Released,Released,Released
1401,Guitar Hero Encore: Rocks the 80s,Harmonix,Activision,2007-07-24NA,Unreleased,Released,Released
1402,Guitar Hero: Metallica,Neversoft,Activision,2009-04-14NA,Unreleased,Released,Released
1403,Guitar Hero Smash Hits,Beenox,Activision,2009-06-16NA,Unreleased,Released,Released
1404,Guitar Hero: Van Halen,Neversoft,Activision,2009-12-22NA,Unreleased,Released,Released
1405,Guitar Hero World Tour,Budcat Creations,Activision,2008-10-26NA,Unreleased,Released,Released
1406,Gumball 3000,Climax Studios,SCi Entertainment,2002-09-20EU,Unreleased,Released,Unreleased
1407,Gun,Neversoft,Activision,2005-11-08NA,Unreleased,Released,Released
1408,Gunbird Special Edition,Neversoft,Activision,2004-02-19JP,Released,Released,Unreleased
1409,Guncom 2,Ecole Software,"Ecole SoftwareJP, Play It!EU",2003-11-27JP,Released,Released,Unreleased
1410,Gundam Musou Special,Koei,Namco,2008-02-28JP,Released,Unreleased,Unreleased
1411,Gunfighter II: Revenge of Jesse James,Rebellion Developments,Ubisoft,2003-03-28EU,Unreleased,Released,Unreleased
1412,Gungrave,Red Entertainment,Sega,2002-07-18JP,Released,Released,Released
1413,Gungrave: Overdose,Red Entertainment,"Red EntertainmentJP, MastiffNA, Play It!EU",2004-03-04JP,Released,Released,Released
1414,Gungriffon Blaze,Game Arts,"CapcomJP, Working DesignsNA, Swing! DeutschlandEU",2000-08-10JP,Released,Released,Released
1415,Gunparade Orchestra: Ao no Shou,Alfa System,Sony Computer Entertainment,2006-07-20JP,Released,Unreleased,Unreleased
1416,Gunparade Orchestra: Midori no Shou,Alfa System,Sony Computer Entertainment,2006-01-12JP,Released,Unreleased,Unreleased
1417,Gunparade Orchestra: Midori no Shou,Alfa System,Sony Computer Entertainment,2006-03-30JP,Released,Unreleased,Unreleased
1418,Gunslinger Girl Volume I,Marvelous Entertainment,Bandai,2004-04-08JP,Released,Unreleased,Unreleased
1419,Gunslinger Girl Volume II,Marvelous Entertainment,Bandai,2004-06-17JP,Released,Unreleased,Unreleased
1420,Gunslinger Girl Volume III,Marvelous Entertainment,Bandai,2004-08-19JP,Released,Unreleased,Unreleased
1421,Gunvari Collection + Time Crisis,Namco,Namco,2002-12-12JP,Released,Unreleased,Unreleased
1422,Guts da!! Mori no Ishimatsu,Aruze Corporation,Aruze Corporation,2005-03-31JP,Released,Unreleased,Unreleased
1423,The Guy Game,Topheavy Studios,Gathering of Developers,2004-08-31NA,Unreleased,Unreleased,Released
1424,H2O+: Footprints in the Sand,Makura,Regista,2008-04-24JP,Released,Unreleased,Unreleased
1425,Habitrail Hamster Ball,Data Design Interactive,Phoenix Games,2005EU,Unreleased,Released,Unreleased
1426,Hachi-One Diver,SilverStar,SilverStar,2009-09-17JP,Released,Unreleased,Unreleased
1427,Hai-Shin 3,DigiCube,DigiCube,2002-12-19JP,Released,Unreleased,Unreleased
1428,Hajime no Ippo 2: Victorious Road,ESP Software,ESP Software,2004-01-29JP,Released,Unreleased,Unreleased
1429,Hajime no Ippo: Victorious Boxers - Championship Version,ESP Software,ESP Software,2002-06-27JP,Released,Unreleased,Unreleased
1430,The Hajimete no RPG,HuneX,D3 Publisher,2004-01-29JP,Released,Unreleased,Unreleased
1431,Hakarena Heart: Kimi ga Tame ni Kagayaki o,Russel,Russel,2007-12-13JP,Released,Unreleased,Unreleased
1432,Hakoniwa Tetsudou: Blue Train Tokkyuuhen,Success,Success,2002-05-30JP,Released,Unreleased,Unreleased
1433,Hakuouki,Idea Factory,Idea Factory,2008-09-18JP,Released,Unreleased,Unreleased
1434,Hakuouki / Hakuouki: Zuisouroku.,Idea Factory,Idea Factory,2009-08-27JP,Released,Unreleased,Unreleased
1435,Hakuouki: Reimeiroku,Idea Factory,Idea Factory,2010-10-28JP,Released,Unreleased,Unreleased
1436,Hakuouki: Zuisouroku,Idea Factory,Idea Factory,2009-08-27JP,Released,Unreleased,Unreleased
1437,Hakushaku to Yousei: Yume to Kizuna ni Omoi Hasete,5pb,5pb,2009-04-30JP,Released,Unreleased,Unreleased
1438,Half-Life,Gearbox Software,Sierra Entertainment,2001-11-11NA,Unreleased,Released,Released
1439,Hametsu no Mars,Design Factory,Idea Factory,2005-05-26JP,Released,Unreleased,Unreleased
1440,Hamster Heroes,Data Design Interactive,Metro3D,2005-07-15EU,Unreleased,Released,Unreleased
1441,Hana to Otome ni Shukufuku o: Harukaze no Okurimono,Alchemist,Alchemist,2010-07-08JP,Released,Unreleased,Unreleased
1442,Hanabi Hyakkei,Aruze Corporation,Nippon Amuse,2003-10-30JP,Released,Unreleased,Unreleased
1443,Hanabi Shokunin Ninarou 2,Mahou,Mahou,2003-06-26JP,Released,Unreleased,Unreleased
1444,Hanafuda?SuperLite 2000 Table,Success,Success,2004-05-13JP,Released,Unreleased,Unreleased
1445,Hanakisou,HaccaWorks,Prototype,2006-07-06JP,Released,Unreleased,Unreleased
1446,The Hanasou Eigo no Tabi,HuneX,D3 Publisher,2005-04-14JP,Released,Unreleased,Unreleased
1447,The Hanasou Kankokugo no Tabi,HuneX,D3 Publisher,2005-04-14JP,Released,Unreleased,Unreleased
1448,Hanayoi Romanesque: Ai to Kanashimi Sore wa Kimi no Tame no Aria,Vridge,Marvelous Entertainment,2008-05-29JP,Released,Unreleased,Unreleased
1449,Hanjuku Eiyuu 4: 7-Jin no Hanjuku Eiyuu,Square Enix,Square Enix,2005-05-26JP,Released,Unreleased,Unreleased
1450,Hanjuku Eiyuu Tai 3D,Square Enix,Square Enix,2003-06-26JP,Released,Unreleased,Unreleased
1451,Hannspree Ten Kate Honda SBK,Milestone srl,"Black Bean GamesPAL, Valcon GamesNA",2007-05-18EU,Unreleased,Released,Released
1452,Hansel & Gretel,Phoenix Games,Phoenix Games,2006-11-24EU,Unreleased,Released,Unreleased
1453,Hanuman: Boy Warrior,Aurona,Sony Computer Entertainment Europe,2009-03-25IN,Unreleased,Released,Unreleased
1454,Happiness! De-Lucks,Marvelous Entertainment,Marvelous Entertainment,2007-01-25JP,Released,Unreleased,Unreleased
1455,Happy Breeding: Cheerful Party,PrincessSoft,PrincessSoft,2003-02-27JP,Released,Unreleased,Unreleased
1456,Happy Feet,A2M,Midway Games,2006-11-14NA,Unreleased,Released,Released
1457,Happy! Happy!! Boarders in Hokkaido,Racjin,Atlus,2000-12-14JP,Released,Unreleased,Unreleased
1458,Hard Hitter Tennis,Magical Company,"MahouJP, AtlusNA, Midas Interactive Entertainm...",2002-02-07JP,Released,Released,Released
1459,Hard Knock High,Opus,"D3 PublisherJP, Essential GamesEU",2006-09-14JP,Released,Released,Unreleased
1460,Hard Rock Casino,FarSight Studios,"Crave EntertainmentNA, Oxygen GamesPAL",2006-11-27NA,Unreleased,Released,Released
1461,Hardware: Online Arena,London Studio,Sony Computer Entertainment Europe,2003-11-07EU,Unreleased,Released,Unreleased
1462,Harley-Davidson Motorcycles: Race to the Rally,FUN Labs,Activision,2006-11-27NA,Unreleased,Released,Released
1463,Harry Potter and the Chamber of Secrets,Eurocom,Electronic Arts,2002-11-05NA,Released,Released,Released
1464,Harry Potter and the Goblet of Fire,EA UK,Electronic Arts,2005-11-08NA,Unreleased,Released,Released
1465,Harry Potter and the Half-Blood Prince,EA Bright Light,Electronic Arts,2009-06-30NA,Unreleased,Released,Released
1466,Harry Potter and the Order of the Phoenix,Electronic Arts,Electronic Arts,2007-06-25NA,Released,Released,Released
1467,Harry Potter and the Prisoner of Azkaban,Electronic Arts,Electronic Arts,2004-05-29EU,Released,Released,Released
1468,Harry Potter and the Sorcerer's Stone,Warthog,Electronic Arts,2003-12-09NA,Released,Released,Released
1469,Harry Potter Collection,Electronic Arts,Electronic Arts,2007-10-23NA,Unreleased,Unreleased,Released
1470,Harry Potter: Quidditch World Cup,EA UK,Electronic Arts,2003-10-28NA,Released,Released,Released
1471,Haru no Ashioto: Step of Spring,Alchemist,Alchemist,2006-04-06JP,Released,Unreleased,Unreleased
1472,Harukanaru Toki no Naka de 2,Koei,Koei,2002-02-28JP,Released,Unreleased,Unreleased
1473,Harukanaru Toki no Naka de 3,Koei,Koei,2004-12-22JP,Released,Unreleased,Unreleased
1474,Harukanaru Toki no Naka de 3: Izayoiki,Koei,Koei,2005-09-22JP,Released,Unreleased,Unreleased
1475,Harukanaru Toki no Naka de 3: Unmei no Labyrinth,Koei,Koei,2006-03-23JP,Released,Unreleased,Unreleased
1476,Harukanaru Toki no Naka de 4,Koei,Koei,2008-06-19JP,Released,Unreleased,Unreleased
1477,Harukanaru Toki no Naka de: Hachiyoushou,Koei,Koei,2005-04-01JP,Released,Unreleased,Unreleased
1478,Harukanaru Toki no Naka de: Maihitoyo,Koei,Koei,2006-09-21JP,Released,Unreleased,Unreleased
1479,Harukanaru Toki no Naka de: Yumenoukihashi Special,Koei,Koei,2009-01-29JP,Released,Unreleased,Unreleased
1480,Harvest Moon: A Wonderful Life,Tose,"Marvelous EntertainmentJP, NatsumeNA, 505 Game...",2004-11-11JP,Released,Released,Released
1481,Harvest Moon: Save the Homeland,Victor Interactive Software,"Victor Interactive SoftwareJP, NatsumeNA",2001-11-22NA,Released,Unreleased,Released
1482,Harvey Birdman: Attorney at Law,High Voltage Software,Capcom,2008-01-08NA,Unreleased,Unreleased,Released
1483,Hasbro Family Game Night,EA Bright Light,Electronic Arts,2008-11-11NA,Unreleased,Released,Released
1484,Hatsukoi: First Kiss,PrincessSoft,PrincessSoft,2005-06-30JP,Released,Unreleased,Unreleased
1485,The Haunted Mansion,High Voltage Software,"TDK MediactiveNA/EU, Yuke'sJP",2003-10-14NA,Released,Released,Released
1486,Haunting Ground,Capcom,Capcom,2005-04-21JP,Released,Released,Released
1487,Haven: Call of the King,Traveller's Tales,Midway Games,2002-11-17NA,Unreleased,Released,Released
1488,Hawk-Kawasaki Racing,Infusion Games,Midas Interactive Entertainment,2006-10-11EU,Unreleased,Released,Unreleased
1489,Hayarigami 2: Keishichou Kaii Jiken File,Nippon Ichi Software,Nippon Ichi Software,2007-11-15JP,Released,Unreleased,Unreleased
1490,Hayarigami: Keishichou Kaii Jiken File,Nippon Ichi Software,Nippon Ichi Software,2004-08-05JP,Released,Unreleased,Unreleased
1491,Hayarigami Revenge: Keishichou Kaii Jiken File,Nippon Ichi Software,Nippon Ichi Software,2005-07-14JP,Released,Unreleased,Unreleased
1492,Headhunter,Amuze,"Sony Computer Entertainment EuropeEU, Acclaim ...",2002-03-22EU,Unreleased,Released,Released
1493,Headhunter: Redemption,Amuze,Sega,2004-08-27EU,Unreleased,Released,Released
1494,Heart no Kuni no Alice: Wonderful Wonder World,Quinrose,Prototype,2008-09-18JP,Released,Unreleased,Unreleased
1495,Heartbeat Boxing,Tamsoft,"D3 PublisherJP, AgetecEU",2003-02-27JP,Released,Released,Unreleased
1496,Heatseeker,IR Gurus,Codemasters,2007-03-30EU,Unreleased,Released,Released
1497,Heavenly Guardian,Starfish SD,"Starfish SDJP, UFO Interactive GamesNA, 505 Ga...",2008-02-26NA,Released,Released,Released
1498,Heavy Metal Thunder,Media Vision,Square Enix,2005-09-01JP,Released,Unreleased,Unreleased
1499,Heisei Bakutoden,Kouyousha,Success,2004-11-11JP,Released,Unreleased,Unreleased
1500,Hello Kitty: Minna de Sugoroku,Atelier Double,D3 Publisher,2002-11-14JP,Released,Unreleased,Unreleased
1501,Hello Kitty: Roller Rescue,XPEC Entertainment,"HamsterJP, XplosivPAL",2005-04-28JP,Released,Released,Unreleased
1502,Hello Kitty: Starlight Puzzle,Atelier Double,D3 Publisher,2002-11-14JP,Released,Unreleased,Unreleased
1503,Heracles: Battle with the Gods,Neko Entertainment,Midas Interactive Entertainment,2006-03-10EU,Unreleased,Released,Unreleased
1504,Heracles: Chariot Racing,Neko Entertainment,Midas Interactive Entertainment,2007-06-27EU,Unreleased,Released,Unreleased
1505,Herdy Gerdy,Core Design,Eidos Interactive,2002-02-22EU,Released,Released,Released
1506,Hermina to Culus,Gust,Gust,2001-12-20JP,Released,Unreleased,Unreleased
1507,Heroes of Might and Magic: Quest for the Dragon Bone Staff,New World Computing,3DO,2001-04-18NA,Unreleased,Released,Released
1508,Heroes of the Pacific,Transmission Games,"CodemastersEU, UbisoftNA",2005-09-23EU,Unreleased,Released,Released
